1stEntity	2ndEntity	Relation	Sentence	False_Positive(x)_Checked_by_3_Annotators
canada	toronto	/location/country/administrative_divisions	for visitors , all this activity means a revived downtown core with restaurants whose chefs -- and prices -- could vie with those in toronto or montreal ; spruced-up , outlying neighborhoods ; and new places to stay like the hotel arts near the cultural heart of the city , or , the west-end sandman hotel & suites , just across from canada olympic park , site of the 1988 winter games .	
mel_karmazin	sirius_satellite_radio	/business/person/company	as he sought to sell the proposed merger of sirius_satellite_radio and xm satellite radio to congress , and by extension to regulators like mr. martin , mel_karmazin , the chief executive of sirius , vowed last wednesday that prices would not be raised and that listeners would benefit enormously by getting the best programming from both companies .	
dianne_feinstein	san_francisco	/people/person/place_of_birth	but senator dianne_feinstein , democrat of california , said that ms. lam and kevin v. ryan , the united states attorney from san_francisco , among others , were being pushed out '' without cause . ''	x
asia	russia	/location/location/contains	to chief executives , the threat of global warming seems very real in asia , but not in the united states or russia .	x
harris_county	houston	/location/us_county/county_seat	or , as charles a. rosenthal jr. , the district attorney of harris_county , which includes houston , argued , '' the presumption of innocence does not make the person innocent . ''	
citigroup	new_york_city	/business/company/place_founded	at citigroup 's park avenue headquarters , mr. spitzer met with the executive committee of the partnership for new_york_city , the city 's leading business group .	x
south_carolina	charleston	/location/location/contains	lewin -- sandford -lrb- sandy -rrb- , passed away , april 17 , in charleston , south_carolina .	
russian	russia	/people/ethnicity/geographic_distribution	in doing so , he said the company was shaking off russia 's dark legacy of the 1986 chernobyl disaster by convincing foreign governments of engineering advances in russian designs since then .	
spain	madrid	/location/location/contains	pedro almodóvar 's '' volver , '' the tragicomic tale of a mother 's survival , won five awards , including best film , best director and best actress -lrb- penélope cruz -rrb- when the goya awards , spain 's counterpart of the oscars , were bestowed in madrid yesterday , reuters reported .	
florida	ponte_vedra_beach	/location/location/contains	kuhn and his wife luisa relocated to ponte_vedra_beach , florida in 1990 , where he continued his many charitable and philanthropic activities .	
alaska	wasilla	/location/location/contains	it confirmed the deaths of the following americans this week : allen , charles d. , 28 , staff sgt. , army ; wasilla , alaska ; second infantry division .	
jacques_chirac	paris	/people/person/place_lived	then he flew to paris to meet with president jacques_chirac and president-elect nicolas sarkozy in paris .	
staten_island	dongan_hills	/location/location/contains	$ 300,000 to $ 599,999 dongan_hills $ 415,000 91 boundary avenue , staten_island number of bedrooms : 3 number of full bathrooms : 2 number of half bathrooms : 0 weeks on market : 39 weeks 6-year-old semi-attached wood house ; dining room , eat-in kitchen , family room .	x
ukraine	kiev	/location/country/capital	ukraine 's battling political rivals agreed sunday to hold new parliamentary elections , defusing a political crisis that escalated with president viktor a. yushchenko 's decision to order extra interior ministry troops to the capital , kiev .	
middle_east	iran	/location/location/contains	haleh is a renowned scholar and spent much of her life trying to enhance the conversation and dialogue between this country and countries in the middle_east , including iran . ''	
martin_feldstein	national_bureau_of_economic_research	/business/person/company	martin_feldstein , a professor of economics at harvard and the president of the national_bureau_of_economic_research , said in a statement issued by harvard , '' richard musgrave transformed economics in the 1950s and 1960s from a descriptive and institutional subject to one that used the tools of microeconomics and keynesian macroeconomics to understand the effect of taxes . ''	
evo_morales	bolivia	/people/person/nationality	tinku is a sublime , beautiful act , '' said wilson araoz , the mayor of sacaca and a leading official in the popular indigenous movement , a party that is part of the coalition supporting evo_morales , bolivia 's first indigenous president .	
south_asia	sri_lanka	/location/location/contains	he was born in sri_lanka in 1977 and divided his childhood among england and various countries in south_asia where his father , a professor of nuclear chemistry , worked .	x
kiev	ukraine	/location/administrative_division/country	directed by andrei zagdansky not rated ; 72 minutes in the documentary '' orange winter '' orange blooms throughout kiev , ukraine , the epicenter of dissent over that country 's stolen 2004 presidential elections .	
